row_index,title,cleaned_text,skills_technical,skills_soft,skills_tool,skills_domain,skills_certification,all_skills,skill_count
7854,Back-End Developer (.Net/C#),back end developer net c responsibilities : back end developer member one teams responsible enhancing framework develop complex highly professional tools one global top companies participate requireme,.NET C#; SQL; MSSQL; MySQL,,,,,.NET C#; SQL; MSSQL; MySQL,4
7855,Back End Developer (.NET/C#),back end developer net c intro extra active stage changing area exchange value people building product fintech space looking passionate professional great experience product development working back e,.NET C#; .NET Framework,,,,,.NET C#; .NET Framework,2
7856,Backend Developer (.NET core),backend developer net core company mission unleash full potential individuals organizations using anonymized case solving create world equal opportunities get meaningful work life looking candidate st,ASP .NET Core; MS SQL; Entity Framework,,,,,ASP .NET Core; MS SQL; Entity Framework,3
7857,Back End Developer (.Net Core),back end developer net core oolo looking senior talented backend developer opportunity front seat r team really make difference future big data tools help drive technological architectural changes eve,Big data tools,,,,,Big data tools,1
7858,Back-End Developer (.Net Core / C#),back end developer net core c back end developer proven track record understanding ai sales space looking work multinational environment writing clean codes dna may role project sales engagement platf,AI,,,,,AI,1
7859,Back-End Developer (.Net Core / C#) - Middle,back end developer net core c middle company salesflow saas linkedin automation tool product focus sales offices across world predominantly europe looking job position join development team product ro,.NET Core,,,,,.NET Core,1
7860,"Back-end developer (.Net, C#/wpf)",back end developer net c wpf mobilunity provider dedicated development teams aiming bring european corporate culture ukrainian labor market throughout years existence working hand hand european compan,NET; C#; WPF,,,,,NET; C#; WPF,3
7861,Back-end Developer .NET C#/WPF,back end developer net c wpf first time holographic vision systems combine nanometric resolution real time non invasive three dimensional observation become unique solution whole development cycle pro,NET; C#; WPF,,,,,NET; C#; WPF,3
7862,Backend Developer (.NET ) Poland/Ukraine only,backend developer net poland ukraine : cross functional collaboration throughout entire software lifecycle scoping design implementation scalable resilient distributed systems participating design ses,NET; C#; SPS,,Microsoft SQL Server,,,NET; C#; Microsoft SQL Server; SPS,4
7863,"Backend Developer (.NET, SQL Server, Azure)",backend developer net sql server azure project stack team : professional team looking experienced backend net developer international project cloud based high load business automation application micr,NET; CI/CD,,SQL Server; Azure,,,NET; SQL Server; Azure; CI/CD,4
7864,Backend Developer (Next.js + .Net),backend developer next js net us : creative team marketers designers developers copywriters focused solving business problems making simple effective websites mobile apps job eliminate barriers misund,Next.js; NET,,,,,Next.js; NET,2
7865,Back end Developer (Node),back end developer node responsibilities : developing web application code maintenance bug fixing debugging collaboration back end developers team members client development web gui accordance custome,Node; Apollo; GraphQL; Express,,,,,Node; Apollo; GraphQL; Express,4
7866,Backend Developer (Node),backend developer node listware looking senior backend developer customer : customer seeking highly motivated experienced senior full stack developer join r team designing building world class secure ,Node; Blockchain; Cloud,,,SaaS,,Node; Blockchain; Cloud; SaaS,4
7867,Backend Developer (Node),backend developer node perfect candidate yes : communicate english fluently spoken written years experience development engineering highly experienced typescript javascript node express react hooks co,Node; TypeScript; JavaScript; Express; React; Ethereum,,AWS; DynamoDB; Slack; Git,,,Node; TypeScript; JavaScript; Express; React; Ethereum; AWS; DynamoDB; Slack; Git,10
7868,Backend Developer Node,backend developer node customer : customer e sports company built application running background game specifically pubg creating tournaments within tournament tasks : part time work hours week require,Node; Cloud Functions,,AWS Lambda; Firebase; Firestore,,,Node; AWS Lambda; Firebase; Cloud Functions; Firestore,5
7869,Backend Developer Node,backend developer node tasks : part time work hours week required experience : years experience node js experience aws lambda firebase cloud functions firestore english upper intermediate would plus :,Node; Cloud Functions,,AWS Lambda; Firebase; Firestore,,,Node; AWS Lambda; Firebase; Cloud Functions; Firestore,5
7870,Back-end developer (Node + AWS),back end developer node aws client developed prototype analytics tool allows users product record display information spaces platform current version platform made website users register log separate ,Node; AWS; WebSocket API,,,Analytics,,Node; AWS; Analytics; WebSocket API,4
7871,Backend Developer (Node) (Finland),backend developer node finland senior years experience team : fulfillment network capacities developers team hiring tasks : design develop back end services planning tracking different capacities util,Node,,,,,Node,1
7872,Back End Developer (Node) for That.app,back end developer node app app one nft management platform nft new solution management intellectual property lot talk crypto art artists nft marketplaces using tokens sell pictures millions dollars a,Node.js; Microservices architecture,,,,,Node.js; Microservices architecture,2
7873,Back end developer (node.js),back end developer node js looking back end engineer works autonomously reliably takes code quality seriously develop interactive video showrooms trade shows customers germany want showcase products h,Node.js,,,,,Node.js,1
7874,Back end developer (Node.js),back end developer node js project : client company leading open source geospatial saas provider fullstack developer participate maintaining developing software ecosystem company approach focuses high,Node.js; AWS; PostgreSQL; Web components,,,,,Node.js; AWS; PostgreSQL; Web components,4
